# U   kappa   energy   sem
1.0 0.17408772425781888 -18.65865521434987 0.0006004911845015281
2.0 0.3063315536575487 -6.952991883557249 0.0009925527027006985
3.0 0.4295328915580521 4.008167582829684 0.0013444849549189646
4.0 0.5850734183395754 14.50307479905786 0.0018239492100960211
5.0 0.7145838715604428 24.696380624700414 0.0022251611083913027
6.0 0.7934900470041042 34.647191341162596 0.0024148118147970343
7.0 0.8581547437933136 44.43898298044849 0.002599679117515427
8.0 0.9767686780995587 54.04393077901602 0.003020099799447481
9.0 1.0000721693434071 63.64018141264484 0.0030600420900964375
10.0 1.0303650057565028 73.17091155887911 0.0032004124493894494
