# N   count
2 2
3 17
4 108
5 449
6 1643
7 5104
8 13423
9 31014
10 63672
11 115736
12 187471
13 274054
14 361936
15 434468
16 477927
17 481256
18 443796
19 377103
20 294676
21 211803
22 140852
23 86636
24 49301
25 25898
26 12582
27 5748
28 2516
29 971
30 329
31 105
32 40
33 26
34 13
35 2
