method,ansatz,L,N,U,beta,pbc,mean_energy,sem_energy,mean_kinetic,sem_kinetic,mean_potential,sem_potential,source
QMC,QMC,64,63,3.0,32.0,True,-70.50049359375,0.519539303003164,-110.49343359375,0.21926768047047343,39.99294,0.44991490851774696,/Users/wmallah/Documents/GitHub/Bose_Hubbard_VMC/VMCBoseHubbard/data/QMC/1D_L64_N63/K_square_1D_64L_63N_PBC_3.000U_32.00beta_200bins1000_seed2001.dat | /Users/wmallah/Documents/GitHub/Bose_Hubbard_VMC/VMCBoseHubbard/data/QMC/1D_L64_N63/V_square_1D_64L_63N_PBC_3.000U_32.00beta_200bins1000_seed2001.dat
VMC,Jastrow_realspace,64,63,3.0,,True,-70.5401762435993,0.0008284237763307143,,,,,/Users/wmallah/Documents/GitHub/Bose_Hubbard_VMC/VMCBoseHubbard/data/C/1D/L64_N63/jastrow_realspace/VMC_results.dat
