# U   E_kin   E_kin_sem   E_pot   E_pot_sem
1.0 -0.645793446675482 0.0004931099045555039 0.014241374533710624 8.351118843923616e-5
5.0 -0.9903915338578172 0.00046682580234861987 0.569747044181331 0.0009846255144771864
10.0 -0.7673013123326666 0.0004706343082525663 0.40131934532705743 0.0012513120289954173
